id_solicitud,producto,cantidad,fecha,estado
746,186,1,2026-01-01,Creada
747,193,2,2026-02-23,En Curso
748,193,4,2026-03-13,Planificada
749,183,2,2026-05-13,Terminada
750,188,4,2026-05-08,Terminada
751,192,2,2026-01-21,En Curso
752,183,1,2026-05-16,Terminada
753,199,5,2026-05-14,En Curso
754,189,1,2026-05-17,En Curso
755,184,3,2026-01-06,Demorada por falta de capacidad
756,187,4,2026-06-05,Demorada por falta de stock
757,197,5,2026-06-15,Terminada
758,192,2,2026-05-12,En Curso
759,193,3,2026-03-09,Terminada
760,196,1,2026-02-26,Creada
761,191,5,2026-05-10,En Curso
762,192,1,2026-03-01,Terminada
763,196,5,2026-06-07,Creada
764,188,3,2026-02-21,Demorada por falta de stock
765,194,3,2026-02-12,En Curso
766,185,3,2026-05-11,Terminada
767,193,3,2026-06-23,Planificada
768,192,2,2026-05-08,Creada
769,191,2,2026-03-04,En Curso
770,195,1,2026-04-09,Creada
771,197,3,2026-03-14,Demorada por falta de capacidad
772,198,1,2026-02-14,En Curso
773,197,4,2026-06-06,Creada
774,199,3,2026-01-26,En Curso
775,198,2,2026-06-20,Terminada
776,191,5,2026-06-18,Creada
777,187,1,2026-05-11,Terminada
778,184,1,2026-04-15,Creada
779,200,3,2026-01-10,Planificada
780,198,2,2026-06-24,Creada
781,194,2,2026-01-07,Demorada por falta de stock
782,195,4,2026-05-03,En Curso
783,195,3,2026-06-04,En Curso
784,188,4,2026-03-20,En Curso
785,186,1,2026-04-19,Terminada
786,195,2,2026-06-26,Terminada
787,198,4,2026-06-24,Planificada
788,200,3,2026-01-10,Demorada por falta de capacidad
789,197,1,2026-03-24,En Curso
790,186,4,2026-04-20,En Curso
791,190,5,2026-04-23,Terminada
792,193,5,2026-03-23,Terminada
793,194,4,2026-01-18,Creada
794,194,2,2026-04-18,En Curso
795,198,5,2026-02-12,En Curso
796,192,1,2026-02-03,En Curso
797,185,3,2026-03-04,En Curso
798,184,5,2026-05-07,En Curso
799,195,2,2026-02-04,Planificada
800,200,3,2026-01-11,Planificada
801,200,3,2026-03-11,Demorada por falta de stock
802,193,3,2026-03-11,Demorada por falta de stock
803,192,2,2026-03-05,En Curso
804,200,5,2026-04-02,En Curso
805,193,2,2026-04-02,Demorada por falta de stock
806,192,1,2026-06-23,Demorada por falta de stock
807,186,2,2026-03-17,En Curso
808,186,4,2026-06-27,Terminada
809,191,5,2026-04-06,Demorada por falta de stock
810,190,4,2026-05-26,Creada
811,187,5,2026-02-25,Creada
812,186,1,2026-01-15,Demorada por falta de stock
813,187,3,2026-03-15,Demorada por falta de stock
814,199,2,2026-03-19,En Curso
815,192,3,2026-03-15,Demorada por falta de stock
816,200,1,2026-06-03,Creada
817,200,1,2026-02-22,Planificada
818,192,5,2026-02-21,Demorada por falta de capacidad
819,186,4,2026-02-23,Creada
820,184,4,2026-03-21,Creada
821,188,3,2026-01-01,En Curso
822,195,2,2026-01-07,Terminada
823,196,4,2026-06-13,Demorada por falta de stock
824,192,4,2026-03-06,Planificada
825,191,2,2026-05-24,En Curso
826,187,1,2026-01-12,Terminada
827,195,5,2026-01-18,En Curso
828,198,2,2026-05-18,Planificada
829,190,5,2026-04-01,En Curso
830,199,4,2026-01-07,Demorada por falta de stock
831,187,2,2026-06-15,Planificada
832,188,2,2026-05-21,En Curso
833,194,3,2026-05-04,Demorada por falta de capacidad
834,197,4,2026-02-14,Creada
835,189,5,2026-03-09,Terminada
836,195,1,2026-04-03,En Curso
837,190,3,2026-06-04,En Curso
838,190,1,2026-04-23,Demorada por falta de capacidad
839,196,3,2026-01-12,En Curso
840,190,5,2026-04-14,Terminada
841,198,4,2026-04-14,Creada
842,185,5,2026-01-06,Terminada
843,200,1,2026-03-10,En Curso
844,183,4,2026-03-10,Demorada por falta de capacidad
845,194,5,2026-04-25,Terminada
846,195,5,2026-01-16,Creada
847,194,3,2026-05-15,Terminada
848,193,5,2026-03-21,Terminada
849,196,1,2026-01-12,Terminada
850,192,4,2026-03-03,En Curso
851,192,2,2026-02-26,Creada
852,196,5,2026-04-17,Terminada
853,191,4,2026-01-02,Creada
854,198,4,2026-01-21,Terminada
855,198,5,2026-02-19,Demorada por falta de stock
856,195,4,2026-05-18,Terminada
857,185,2,2026-06-12,Planificada
858,199,5,2026-06-14,Creada
859,183,4,2026-02-15,Terminada
860,193,5,2026-02-10,Planificada
861,191,4,2026-06-19,Terminada
862,190,3,2026-06-26,Creada
863,191,2,2026-06-26,Terminada
864,186,5,2026-04-16,Terminada
865,197,4,2026-04-06,Terminada
866,197,2,2026-05-18,Planificada
867,183,2,2026-05-05,Demorada por falta de stock
868,198,5,2026-06-27,Planificada
869,195,3,2026-02-02,Creada
870,190,3,2026-05-18,Creada
871,188,4,2026-02-26,En Curso
872,195,3,2026-06-26,Creada
873,199,1,2026-02-27,Creada
874,185,3,2026-03-13,En Curso
875,200,3,2026-03-22,Creada
876,191,4,2026-06-05,Planificada
877,195,5,2026-04-27,Planificada
878,196,1,2026-05-21,Demorada por falta de capacidad
879,199,5,2026-01-21,Creada
880,190,5,2026-03-25,Creada
881,194,3,2026-01-19,En Curso
882,194,3,2026-04-23,Planificada
883,198,5,2026-05-22,Creada
884,198,3,2026-04-07,Planificada
885,185,2,2026-03-15,Planificada
886,188,5,2026-03-14,Demorada por falta de stock
887,189,4,2026-02-26,Planificada
888,184,5,2026-04-22,Terminada
889,191,1,2026-05-09,Planificada
890,184,4,2026-06-01,Creada
891,190,2,2026-04-02,Terminada
892,192,1,2026-06-20,Creada
893,190,5,2026-06-21,En Curso
894,190,1,2026-02-27,Terminada
895,197,5,2026-01-20,Terminada
896,200,5,2026-02-17,Terminada
897,184,2,2026-01-09,Terminada
898,199,3,2026-03-03,Planificada
899,183,1,2026-05-04,En Curso
900,184,3,2026-02-08,En Curso
901,198,2,2026-03-27,Demorada por falta de stock
902,198,4,2026-04-22,Terminada
903,185,4,2026-03-01,Creada
904,187,1,2026-05-22,Planificada
905,190,4,2026-04-15,Creada
906,197,2,2026-03-07,Terminada
907,197,3,2026-02-04,En Curso
908,188,1,2026-03-15,En Curso
909,199,2,2026-01-21,Planificada
910,192,5,2026-06-10,En Curso
911,199,3,2026-04-20,En Curso
912,194,2,2026-04-18,En Curso
913,200,3,2026-01-10,Terminada
914,186,1,2026-01-24,Terminada
915,194,2,2026-02-19,Terminada
916,197,2,2026-05-22,Terminada
917,190,1,2026-04-13,Demorada por falta de capacidad
918,188,3,2026-02-09,Terminada
919,187,1,2026-05-26,En Curso
920,186,1,2026-04-10,Terminada
921,189,1,2026-05-24,En Curso
922,185,5,2026-02-12,Planificada
923,188,2,2026-06-27,Creada
924,186,5,2026-01-04,En Curso
925,191,5,2026-04-20,En Curso
926,197,2,2026-01-01,Planificada
927,187,2,2026-06-05,Demorada por falta de capacidad
928,185,5,2026-01-24,En Curso
929,200,5,2026-03-15,Planificada
930,190,4,2026-01-05,En Curso
931,194,2,2026-04-14,En Curso
932,189,4,2026-01-20,Planificada
933,199,5,2026-01-26,Creada
934,188,3,2026-02-16,Creada
935,197,4,2026-03-09,Terminada
936,195,1,2026-04-24,Terminada
937,199,4,2026-06-13,En Curso
938,193,4,2026-06-21,En Curso
939,192,5,2026-04-27,Demorada por falta de stock
940,200,5,2026-02-21,Terminada
941,194,5,2026-02-09,En Curso
942,183,1,2026-02-14,Demorada por falta de stock
943,186,2,2026-04-15,Demorada por falta de stock
944,191,3,2026-01-26,Planificada
945,184,2,2026-03-23,Demorada por falta de stock
946,196,4,2026-03-20,En Curso
947,187,1,2026-04-23,En Curso
948,198,2,2026-05-16,Terminada
949,190,3,2026-02-26,Terminada
950,194,2,2026-01-17,Creada
951,192,4,2026-05-02,Terminada
952,186,2,2026-04-24,Creada
953,200,1,2026-04-01,En Curso
954,188,2,2026-03-04,Demorada por falta de capacidad
955,196,1,2026-01-13,En Curso
956,190,5,2026-02-21,En Curso
957,188,4,2026-03-26,Creada
958,183,4,2026-02-03,Planificada
959,189,1,2026-05-14,Creada
960,185,2,2026-04-03,Terminada
961,196,3,2026-02-20,Creada
962,189,5,2026-06-26,Terminada
963,186,3,2026-04-14,Terminada
964,195,1,2026-05-21,Terminada
965,200,2,2026-04-11,Creada
966,198,1,2026-06-23,Demorada por falta de stock
967,195,4,2026-02-27,Terminada
968,185,5,2026-05-19,Terminada
969,187,1,2026-04-10,En Curso
970,189,2,2026-06-24,Terminada
971,186,2,2026-01-25,Creada
972,200,1,2026-05-10,Planificada
973,192,3,2026-02-08,Terminada
974,188,4,2026-06-12,En Curso
975,190,3,2026-01-01,Demorada por falta de stock
976,189,2,2026-02-15,En Curso
977,192,3,2026-04-18,En Curso
978,200,5,2026-02-04,Demorada por falta de capacidad
979,191,4,2026-02-27,Demorada por falta de stock
980,191,5,2026-05-27,Creada
981,186,4,2026-06-19,Demorada por falta de capacidad
982,199,5,2026-03-14,Creada
983,199,2,2026-01-25,En Curso
984,199,3,2026-06-23,En Curso
985,184,2,2026-01-02,Planificada
986,188,2,2026-06-20,Terminada
987,194,2,2026-01-07,Planificada
988,191,5,2026-05-12,En Curso
989,193,3,2026-04-23,Creada
990,199,2,2026-04-03,Planificada
991,195,4,2026-06-02,En Curso
992,184,4,2026-01-02,Creada
993,184,3,2026-04-14,Planificada
994,184,2,2026-01-25,En Curso
995,194,2,2026-05-04,Terminada
996,192,4,2026-04-03,En Curso
997,192,1,2026-05-21,Creada
998,200,5,2026-02-07,Terminada
999,195,3,2026-05-18,Terminada
1000,188,3,2026-01-01,Demorada por falta de capacidad
